1, 1, 1, 1.0000000, 0.0000000, 0.0000000, 0.0000000
1, 2, 2, 1.0000000, 0.0000000, 43.3526000, -31.7919100
1, 3, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
1, 4, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
1, 5, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
1, 6, 2, 1.0000000, 0.0000000, 38.0710700, -32.9949200
1, 7, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
2, 1, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
2, 2, 1, 1.0000000, 0.0000000, 0.0000000, 0.0000000
2, 3, 2, 1.0000000, 0.0000000, 33.3333300, -33.3333300
2, 4, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
2, 5, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
2, 6, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
2, 7, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
3, 1, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
3, 2, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
3, 3, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
3, 4, -1, 0.6000000, 0.0000000, 0.0001300, -0.0045000
3, 5, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
3, 6, 2, 1.0000000, 0.0000000, 33.3333300, -33.3333300
3, 7, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
4, 1, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
4, 2, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
4, 3, 1, 1.6666670, 0.0000000, 0.0099173, -4.5454330
4, 4, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
4, 5, 2, 1.0000000, 0.0000000, 33.3333300, -33.3333300
4, 6, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
4, 7, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 1, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 2, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 3, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 4, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 5, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 6, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
5, 7, 2, 1.0000000, 0.0000000, 0.0000000, -1000.0000000
6, 1, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
6, 2, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
6, 3, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
6, 4, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
6, 5, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
6, 6, 1, 1.0000000, 0.0000000, 0.0000000, 0.0000000
6, 7, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 1, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 2, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 3, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 4, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 5, 2, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 6, 0, 1.0000000, 0.0000000, 0.0000000, 0.0000000
7, 7, 4, 1.0000000, 0.0000000, 0.0000000, 0.0000000
